ParName   Value   Gradient
ln_rec_devs_RN(2,30)    -0.340307 -8.05141e-005
ln_rec_devs_RN(2,31)     0.090092 -0.000138469
ln_rec_devs_RN(2,32)     0.301778 -0.000258944
ln_rec_devs_RN(2,33)     0.402412 -0.000283464
ln_rec_devs_RN(2,34)     0.371649 -0.000189747
ln_rec_devs_RN(2,35)     -0.11652 -9.09682e-005
ln_rec_devs_RN(2,36)     0.354395 -0.000108344
ln_rec_devs_RN(2,37)    -0.522236 -1.1823e-005
ln_rec_devs_RN(2,38)   -0.0999031 -1.50002e-005
ln_rec_devs_RN(2,39)    0.0364751 -1.25355e-005
ln_abund_devs(1,1)      1.19544 -4.32881e-005
ln_abund_devs(1,2)      1.00071 3.10787e-005
ln_abund_devs(1,3)     0.884902 2.32549e-005
ln_abund_devs(1,4)      1.20814 2.48914e-005
ln_abund_devs(1,5)     0.798591 1.43521e-005
ln_abund_devs(1,6)     0.854152 1.42342e-005
ln_abund_devs(1,7)     0.770691 9.50281e-006
ln_abund_devs(1,8)      1.21043 1.66981e-005
ln_abund_devs(1,9)      1.14518 1.23012e-005
ln_abund_devs(1,10)     0.669115 4.56981e-006
ln_abund_devs(1,11)     0.903667 5.35616e-006
ln_abund_devs(1,12)     0.946664 4.03406e-006
ln_abund_devs(1,13)     0.316888 2.53955e-006
ln_abund_devs(1,14)     0.939534 3.74175e-006
ln_abund_devs(1,15)     0.979298 3.41188e-006
ln_abund_devs(2,1)     0.685896 2.75442e-005
ln_abund_devs(2,2)      1.02398 4.90925e-005
ln_abund_devs(2,3)       1.0812 4.06313e-005
ln_abund_devs(2,4)      1.15676 2.75339e-005
ln_abund_devs(2,5)      1.17039 1.99354e-005
ln_abund_devs(2,6)      1.09644 1.43276e-005
ln_abund_devs(2,7)     0.977825 4.98524e-006
ln_abund_devs(2,8)     0.928283 9.47504e-006
ln_abund_devs(2,9)      1.04903 7.68256e-006
ln_abund_devs(2,10)      1.14774 5.05152e-006
ln_abund_devs(2,11)      1.26343 5.04294e-006
ln_abund_devs(2,12)      1.44688 1.55303e-006
ln_abund_devs(2,13)      1.41186 1.80744e-006
ln_abund_devs(2,14)      1.34084 1.93682e-006
ln_abund_devs(2,15)      1.35881 1.68386e-006
ln_R_ave(1)      6.56051    0.0020571
ln_R_ave(2)       6.4025  -0.00045075
